"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"112",2022-02-11,-0.824603154131359,-0.942057595098256,-0.722844852354932,-1.05258220817895,-0.684730462442584,-0.985409382060566,1.31844832507162,-1.12009898191838,-0.894610894675749,-1.4155597989603,-0.434457533896912,-1.7395709120194,-1.12884326873072,-1.17874711176342,-0.458439885438641,-0.587272982990025,-0.248785299765346,-1.02197764362458,-0.487378404288558,-1.28003231836072,-0.923244762508525,-0.956698001242633,-0.282679969149623,-1.18551953291497,-0.50729057988583,-0.763694139545797,-0.551017749702318,-0.174499499741757,-0.936131328222097,0.186485862852239,-1.19089638024271,-0.75480859130598,-1.29762837205332,-1.21535060964627,-1.105080966308,-1.48975341772063,-0.842853635921001,-1.00452502249815,-0.645803035280412,0.0907114137974845,0.696700182723241,-1.32625038404476,-1.17879116767423,0.722870082464307,-0.756050613652486,-0.446919361909577,-1.11569578218089,-1.67325409349629,-0.0824701020781392,-1.81749398491563,-0.715182657307551,0.624626717043059,-0.804983190561088,-0.822860896467551,-1.28609589065579,-1.44755664706375,0.707261518483872,-1.31023880428119,0.00636088502640972,-0.171773200905338,-0.63704380313849,-0.916633519922906
"113",2022-02-18,-0.867994916866184,-0.681691187732509,-0.656678730380753,-0.925580734304687,-0.843587808183504,-0.903635676406359,0.440479477364439,-1.053280353241,-0.8073159686853,-0.869604273736492,0.26371896017267,-1.64264748578501,-1.14623022776409,-1.08772650478323,-0.272030017982291,-0.761021828970814,-0.496598112205844,-1.0198984331618,-1.00926823301141,-1.35131578359086,-0.884252403664307,-0.745221461102836,-0.666272512561131,-1.10078117840299,-0.490200010918783,-0.713789964828364,-0.458580152994491,-0.0111710963940991,-0.315062481094402,-0.0373690343952698,-1.24214410893341,-0.551619845471893,-1.27813286800672,-1.2176594437805,-1.11061328514159,-1.44466250006364,-0.923446406913979,-0.976087296346575,-0.939679420700146,1.1976092132581,1.8045051440697,-1.23514212914696,-1.08950309143047,1.22685943406011,-0.880757259121723,-0.606003985810885,-1.25177713700771,-1.6693728587168,-0.10441754290354,-1.60462754256184,-0.403046603704904,0.319784342307975,-0.878447587545351,-0.546832395186578,-1.2920989746187,-1.43860074313945,1.41906877410565,-1.38748628100748,0.704377845329562,-0.0952157826381636,-0.753090086111374,-0.975750449379957
"114",2022-02-25,-0.713795638173601,-0.623447256154359,-0.723228887604774,-1.02687421292549,-0.945624077754149,-0.893928354533812,-0.360283512946807,-1.02703518944978,-0.854729493201173,-1.12231833109792,-0.338216303613468,-1.83621583640905,-1.04055124936687,-1.04850584362253,-0.58348305646744,-1.0569701624122,-0.185116893547318,-0.993418796906957,-0.741567831582026,-1.32822647824253,-0.756918612066159,-0.660848769092427,-0.855598386767884,-0.936589243009598,-0.894619245483884,-0.635229164510776,-0.535534048960425,0.280184761475273,-0.966285873825526,-0.100807229044444,-1.28309127365975,-0.344825277109531,-1.11605690647547,-1.14298423234067,-0.822420461065959,-1.35992769627645,-0.855820825028649,-1.00786808214907,-0.914976399818469,1.4386891792947,0.320363476029073,-1.42021940926427,-0.968431689846616,0.24138263787749,-0.531647460299136,-0.969765067425828,-1.48173948002954,-1.61933429375727,-0.0747857446173329,-1.43235480886654,-0.157722210925573,0.101907356958877,-0.897817200360411,-0.261225140609847,-1.29994425860696,-1.40225648553197,1.37258228611839,-1.2923901330277,-0.294269465406142,-0.662030579212854,-1.09033824405498,-0.905598178308377
"115",2022-03-04,-0.719272802727994,-0.791849987129619,-0.683327131733112,-1.22509574935962,-0.727762734716701,-0.892975552995041,0.362775559810496,-1.08997456558417,-0.939876629364792,-1.29062614796561,-0.352117224266564,-1.90705291824293,-1.00794193046176,-1.12812785046081,-0.890208441922365,-1.16377241507687,-0.0514033434594162,-1.02735333827274,-0.809213328583696,-1.40713577885152,-0.273129966159919,-0.728422915515932,-0.734410714636691,-0.879019680838432,-1.14742834305171,-0.524159035660518,-0.580522296637766,0.263576554103331,-0.228037339071022,-0.126004109977152,-1.31463932087382,-0.284422749149512,-0.794900882813494,-1.08366913791022,-1.01478784268472,-1.35584588502048,-0.893917767319339,-1.28959340167651,-0.824757646966459,0.837784096656659,0.530787673666517,-1.31444909371404,-0.967838673693167,0.368393473392162,-0.640552908367846,-1.1198742260921,-1.49450603363314,-1.62929436691157,0.157847020320767,-1.73249928765749,-0.584526970143009,0.388472710710877,-0.8881860251168,-0.405882995652129,-1.30466082924609,-1.45026894004582,1.79767103932439,-1.09618508727278,-0.435029151858033,-0.932642765576628,-1.11743673343683,-0.864956004743723
"116",2022-03-11,-1.08715043443999,-0.906179933546406,-0.907986999935531,-1.38964072296692,-0.311970573992587,-0.961713931118525,0.398171043515817,-1.28205621792942,-0.0877347299620722,-1.43906439430274,-0.621279659306195,-1.8870056074073,-0.766409751669543,-1.0345684301324,-1.27249151970468,-1.31791575855301,0.106581734504578,-0.936861086751894,-0.351978164796604,-0.512781641086607,-0.0862704104295787,-0.886875068581282,-0.761688162725257,-0.858252380939373,-0.676033821077411,-0.698332514669,-0.807436161257703,0.821410942487489,-0.719156020315056,0.0993172977528445,-1.21178616395261,0.0437642053106394,-0.275177999175272,-0.341271137164501,-0.474766609347199,-0.190105481380052,-0.317966417901912,-1.06934459033417,-0.401984709091176,1.3160016334926,0.059304133263726,-1.47162021314021,-0.851656295260541,-0.30007537151213,-0.993921992144415,-1.0179541128546,-0.66382790381074,-1.50797474326323,0.583716836961803,-1.62310109243042,-0.851416994186353,0.550813218335432,-0.937144051181096,-0.429264375694561,-1.26182615175052,-1.38024708314927,2.50966115140484,-0.85591033449279,-0.365461581269947,-1.26333907711424,-1.10194511664412,-0.660146757429992
"117",2022-03-18,-1.2399771670169,-0.974377001862459,0.364297674745753,-1.43679292027875,0.557127782148076,-0.35873987498969,0.134472311903489,-1.40803518521522,0.102212454410715,-1.43352909498561,-1.25319659358154,-1.58764772692479,-0.788380923855521,-0.657142124483188,-1.27873380886177,-1.33331607650605,0.0851306692137273,-0.675526504478286,0.21179786489903,-0.307457950797075,-0.392041168309747,0.50907418447187,-0.230730610661383,-1.06958152232465,-0.427092758254164,-0.804399843983517,-0.615444829552567,1.23475688413238,-1.10146730891523,0.106578018794541,0.741796853239423,-0.0903129387825033,-0.229361915303516,-0.140105021901501,-0.201018608614858,0.470058072968159,0.613542900243204,-0.633051287180831,-0.069979895732466,1.14441338972455,-1.06106991389157,-1.50292097376273,-0.997060824411759,0.25653159645596,-1.09259380432036,-0.961990934306881,0.516548585535145,-0.286988861844283,0.997359988984328,-1.26773318281531,-0.88671021886578,0.664135514915474,-0.919637133753794,-0.570752327512518,-1.24269627539947,-1.32086999158828,2.47255488837365,-1.04987432969971,-0.997797919480703,-1.31304909591168,-0.939216518986719,-0.641198009620795
"118",2022-03-25,-1.2485143771522,-0.954541224594354,0.193874368338712,-0.903139827009023,0.634384915284567,-0.494040014553847,0.424895221151289,-1.28714494368819,0.579657249455954,-1.48032370217997,-1.2428913978753,-1.54546679027632,-0.562801199334062,0.382328944748299,-1.36450568058009,-1.23113810619521,0.0857507024321671,-0.800140782505863,0.558778855393189,-0.717529714335956,-0.577058834570358,0.791601609635849,0.112820929792707,-0.794555819970285,-0.553453948294934,-0.696003113709528,-0.120115048057564,0.354385441731926,-1.21096203747958,0.155070756451884,0.914922577782955,-0.109910219228977,-0.0485458051159656,0.0301188001404137,-0.0468927164786256,1.44543860338688,0.577272466127426,-1.21282260363357,-0.196327829152996,-0.0738015498222033,-1.09823868437997,-1.36709731302734,-1.26393955551582,0.145890999571598,-1.12262588252274,-0.843484399474009,1.3181275544886,0.0190375524401921,1.36633095720754,-0.978866563103748,-0.670162670132216,0.656140012158662,-0.861726771689017,-0.680005242124268,-0.555119462586562,-0.137617848394814,2.62289054939261,-1.02374927265782,-1.01924232136127,-1.29666389061305,-0.351162683912051,-0.662735491353869
"119",2022-04-01,-1.21345987687243,-0.650842665985441,0.234812654116924,-0.477562301947395,0.507028148285163,-0.529445493007897,0.517629932359517,-0.270805703919537,0.324167590117623,-1.53699600236744,-0.843035491277904,-1.51078224185602,-0.829502965294498,0.470852509412043,-1.34907911470783,-1.26895223494953,0.208110651696056,-0.755916541428697,0.194335548706168,-0.226202645843463,-0.167970733677372,-0.0686569351928011,-0.102993617947324,-1.07126755870727,-1.19200713585679,-0.735577726798523,0.26415884435519,0.449693085291726,-0.921732884996172,0.0912842822663177,0.375781148326556,-0.285380908191868,0.0695225660501473,-0.341235601383547,0.0457777442588705,1.33734481332666,0.065349523437189,-1.25430325708042,-0.24876434047251,-0.18075854442311,-0.128694792716098,-1.36877931715938,-1.2520853870827,0.462772910097707,-1.11310199507246,-0.844944686534084,0.787528562078986,0.0666495531588196,1.42497623238079,-0.372410537610433,-0.223570504816659,0.341950654619682,-0.839246365174544,-0.845366675923272,-0.0594394668750163,0.108722707206665,2.14865493523998,-1.3120144529253,-0.772886817322609,-1.38431454640822,-1.23033314827832,-0.789129682576796
"120",2022-04-08,-1.23779421109207,-0.600166357050234,0.527873345646229,-0.365480253463568,0.818129465080069,-0.488016643236764,0.703567904074271,-0.338369736717322,0.442141179406561,-1.50805760980448,-0.519858460720816,-1.50572899754365,-0.952732182775084,0.0388612555193608,-1.18732935973156,-1.37249510734381,0.422373111443708,-0.305477336593157,0.31291132386764,0.141948208312139,0.34772699539415,0.0407218929469136,-0.0355995547044237,-0.978996059863461,-1.38400080126957,-0.743963625241455,0.64508300835819,0.559561708851589,-0.984952841858148,0.0520335719911246,1.77913883613024,0.0758331785295052,0.202237120804289,-0.563936678035681,0.406785980127299,1.38080703330882,0.407184250379486,-1.17909336109315,-0.158287074383158,0.125773069868276,0.0501619831884237,-1.45146147743764,-1.43350817281702,-0.645711578233667,-1.07431990954343,-0.224906318399967,0.917044018762723,0.327573731406922,1.70000932548314,-0.395433335717349,-0.115595113608637,0.407054537359304,-0.769446783835136,-1.10314245702598,0.532879749001693,0.477351343405897,2.49653027011225,-1.08238012145602,-0.913398753134002,-1.25917385075597,-1.13515691685727,-0.703929076408707
"121",2022-04-15,-0.841828789556816,-0.462712203538779,0.470952701382356,0.00755572378829504,1.0938145308579,0.0425156906731354,1.04854243151656,1.10069992606277,0.631062461240563,-1.3600758082507,-1.12628374219704,-1.30449371850608,-0.89190909238962,0.688434754400117,-0.616123253444965,-1.38184796338723,0.482915979978907,0.232769153947512,0.867932286389277,0.267771747204535,0.158392752852565,0.358755594184548,0.190235362002548,-0.465023672998539,-1.65526788800881,-0.878667091723751,1.25106734612495,0.227830052616573,-1.14075060101503,0.718723114323023,1.42278688415906,-0.098278445515432,0.388028742990101,-0.741864219571892,0.768064784748152,0.836483949812935,-0.286698263655779,-1.31862001165987,-0.103470413370302,-0.337319092372197,-0.203002302577469,-1.26348234687471,-1.3832725901172,-1.08180569687779,-0.634638014486081,0.620046467878868,1.14874479242874,0.476258838093721,1.80402440769422,-0.445545042130577,0.334606433900307,0.467887165407582,-0.240856580242024,-0.512176352361918,1.1887520872337,1.11386996520672,2.67777491120633,-1.20767541928338,-1.09338336732967,-0.830869424844928,-0.689402738780033,-0.474178979738668
"122",2022-04-22,-0.354341565974129,0.0374497722151644,1.44482960529436,0.477846796670101,1.55584298679081,1.03636082724134,1.46221298431458,1.20404288838957,0.994376650400442,0.0344214537948156,-1.23554775570443,-0.55408318293993,-0.555033021145681,1.43916703946055,-0.405995909778414,-0.521501025485347,0.644971219284615,0.205691436151764,1.19514868728299,0.849094901146388,0.398426138725219,0.543635353720978,0.49649823643481,-0.0528674430742554,-1.45131700275784,-0.983035025450694,1.25952927150797,0.550471920275382,-1.3401376537327,1.10882766785986,1.31196447411039,-0.23356297154488,0.714953486226097,-0.656675501141794,-0.219530878565834,0.609967586666076,-0.695524882024356,-1.18350346249357,0.362675729662368,0.100157333380164,-0.508450970537866,-0.877094902397013,-1.14381492803419,-1.23471561047175,0.481008608228186,1.10581811310972,1.26530823013535,0.313118673129052,1.95339985347944,-0.22583076541259,0.646296263242967,0.629831863208836,0.253754724683504,0.237979049510354,1.5536398551701,1.64045915672012,3.02627189202972,-0.294723352069258,-1.16264713587417,-0.133057308952154,-0.11597751187777,-0.303178187597043
"123",2022-04-29,0.363591562381166,-0.36045641803709,1.49791399472293,0.748399598684503,1.86563376612768,1.53536076979038,1.55735583945721,1.05920343638644,1.23529180225326,0.768655251336297,-1.02233609628515,-0.391945866237987,-0.510484433806387,0.94888555738263,0.151978002579568,0.354600657113883,0.821042012583083,1.05281530524634,1.10631218598136,0.725548362863686,0.720781573826321,0.232128588251528,0.396862886735387,-0.170920958969439,-0.964758670150221,0.26486993518328,1.6679737816851,0.500079652308225,-0.377842375880772,0.454773927036444,1.97215480196458,-0.0443706082945321,0.313961675512062,-0.603817163852346,0.989969617536804,0.717850887106006,-0.203996368136039,-0.901171211066867,1.21409557088115,0.451223635871321,-0.658768218744965,0.408105310200447,-1.15618503452094,-1.19937125403431,1.80825478148011,1.23426230147055,1.12581630776839,0.0297163140920458,2.17566002493801,-0.756759984204859,0.7153118402859,0.74609142856664,1.31316649989463,1.00830404714528,1.75324029318428,1.7818619975853,2.90245360116913,-1.02050458641081,-0.680984408400865,0.208411544556043,0.0385677402575321,-0.440926923971942
"124",2022-05-06,-0.0819330732409513,-0.186476820081147,1.62415055264173,0.582898890292399,1.85886388775937,1.45772716364817,1.61709007691888,0.568784730571433,0.779392448585015,0.789576512546484,-0.678590197637656,0.704466227753718,-0.550534215216539,0.880098872026985,0.0207949539227646,-0.195757353073079,0.716529732134764,0.959436405820489,0.753452756009066,0.290329172818665,0.519357574833342,0.151002360851549,0.375771873007739,-0.0384177114434812,-0.868171696187121,0.116469590357748,2.00225642683089,0.175001204486114,-0.0626180819213068,0.644173359148114,1.89761668132271,-0.0732676428439984,0.36135206239055,-0.5384564914895,0.953304149169159,0.48630049688717,-0.211388912747167,-0.858195213644403,1.02530179192447,0.760706587266683,-0.698850646244568,1.06203987620262,-0.964942166529684,-1.20294904326974,1.91079338100916,0.808538892709982,1.17372403426384,0.0524078993137792,2.60866274228537,-0.615800636374336,0.770044899765082,1.06781219739389,0.704687855602804,0.379318800547018,1.30006263471707,1.14940423845655,2.43461055392971,-0.655321546359434,-0.340462658484939,0.206033998416926,0.0666795179179191,-0.437926021700769
"125",2022-05-13,0.210396394768183,-0.354876229044969,1.66337754875462,0.26779443817887,1.40111686935286,1.19958559325543,1.12434810328411,-0.675629266312824,-0.135133135637015,0.476915016249665,-0.930898840675243,0.772323802682462,-0.578379860824037,0.413394008990409,-0.147998965550262,-0.744574004682771,0.15942980643504,0.871256838648051,0.0500572604159264,-0.893924377951166,0.175982733038209,-0.500952338419282,0.0829552575877058,-0.563060691378684,-1.4282633282979,-0.196823529298101,1.38469210222653,0.563600978926029,0.0714027402441903,0.396339419911606,1.1316510783954,-0.316732942425391,0.0196724116554123,-0.523445488497104,0.780564068318696,-0.143234555065643,-0.551782719480534,-0.880052096563509,1.27144852754068,0.683319562020228,-0.689359714370726,1.39218914183986,-1.09913675539606,-1.22684703783898,0.951811811114648,0.39804984225007,0.338104388247386,-0.976860039317132,2.30971249095488,-1.45294269075078,0.068557995027308,1.04611819924302,0.46731570462617,-0.456221791222674,0.404181797232537,0.230555092471671,1.89848581595405,-0.928915073659949,-0.474332621214499,0.0825833555470329,-0.294514604585227,-0.505387600917108
"126",2022-05-20,-0.111354870801992,-0.904155193755605,1.55568806198841,-0.438898157882063,0.871947298624419,0.725341827434995,0.373319754468749,-0.824341865693163,-0.49246194870941,1.27908681331724,-0.928013469014067,1.3051645163704,-0.749291029337979,-0.260455410545256,-0.562344127953778,-1.02401360201759,0.0878891129320617,0.761588579770235,-0.13562713931466,-1.26460343324474,-0.0490187869816799,-0.806428316045416,-0.407640466670108,-0.809104172077815,-1.54542010809214,0.00983979517606254,0.997347905032934,0.11946442089764,1.5655859920081,0.0965687756325681,0.653100991012489,-0.752664908861798,-0.447311563378491,-0.637010818249172,-0.0150421718466338,-0.404400887077863,-0.673030328210238,-1.1488085684843,0.747545907750625,0.281480132162182,-1.02499850643325,2.61228764728631,-1.0842064496775,-1.23995448006622,1.67371774507686,0.0426240561590081,0.124032390268388,-1.19184481427717,1.86200289763309,-1.7145047272474,-0.341155248769709,0.79508452055863,0.617505021832724,-0.596120995333619,-0.264443737369761,-0.422024278252564,1.40950772129208,-1.1113677889655,0.073435542057323,-0.0738738285778082,-0.379350179187617,-0.547381116121096
"127",2022-05-27,-0.761213658645026,-0.826410559119522,1.40729074557761,-1.02987719750907,1.07488698931868,0.540640333037954,0.158228455177233,-0.756615781907181,-0.494532440861115,1.37786749716688,-0.815772928928452,1.58748264312396,-0.639270588223012,-0.601633296268409,-0.263686983900789,-0.705079835710661,0.0099481114990124,0.4405841439818,0.272695163517388,-0.988382346373345,0.0213309086285735,-0.410820166573681,-0.149632053321134,-0.621734191361971,-1.43271104625888,0.0932539661222533,0.719498727900994,0.388833299747578,1.22542381742987,0.0461797438512449,-0.985554895049654,-0.68804384338087,-0.491997512527481,-0.43468119719015,-0.157156108124406,-0.246977689799025,-0.438828288455798,-1.06617560340545,1.40708576248457,-0.162390955590727,-1.26562599259551,3.07468837775279,-1.02423299559028,-1.31260978728895,1.22533223364168,0.136419754895153,0.707948344574354,-0.993806812835115,1.5856171132132,-1.61268199448114,-0.395089707166286,0.928387735540109,1.03739271751526,-0.0909896714948424,-0.241422570041479,-0.276176760699208,1.4420349473292,-0.997066512982157,-0.0552455112318089,-0.327344906651926,-0.386731294524055,-0.638930954697419
"128",2022-06-02,-1.03565305167651,-0.841836724923828,0.583450016639197,-1.20923437436697,-0.147992191358129,0.0284628476175253,-0.864405810180134,-1.70800850109457,-1.01412508119887,0.708459069455062,-0.43408558505481,1.12198158092962,-0.867467446434783,-1.26903041272664,-1.2143436001912,-1.11678025768208,-0.0636214600744409,0.0346967620074842,-0.475599382524543,-1.70096109284582,-0.498769891423254,-0.790323127561696,-0.352675654876562,-0.981208626057663,-1.47287550473401,-0.102323408850212,-0.207513980905566,0.1913340051897,-0.00211690687876235,0.00214659977951347,-0.850022479374658,-0.93545028183518,-1.06320980907302,-0.672352801345146,-0.191061996942734,-0.251409251628536,-0.594207669081784,-1.3520345521424,-0.103363714216575,-0.638285546268268,-1.36762642887815,1.78432893002013,-1.02986131026162,-1.37812306282812,-0.106349866263451,-0.162050783670404,0.161662050368091,-1.26741060769427,0.832158249384514,-1.90057042424947,-1.16003528417596,0.961454159557152,0.730851386439602,-0.267087725789783,-0.707131278477441,-0.898742611491846,0.578460350314487,-1.03556990917247,-0.104703084978259,-0.861159951033353,-0.579364314531732,-0.62179587767981
"129",2022-06-10,-1.46797053091483,-1.01976847980834,-0.113701264616764,-1.27782084222559,-0.703139120582232,-0.963867708109907,-1.29136802930075,-1.58844965965921,-1.17613457037513,0.0108555112249053,-0.662256768846572,0.437529937176833,-0.87822218608893,-1.01594002545608,-1.24627074844468,-0.943696405877643,0.00274984437073644,-0.542591154731468,-0.710695239244653,-1.48464522731794,-0.676966344082583,-0.856907313026653,-0.817932125197622,-1.26991123930447,-1.40819260289526,-0.681060891789584,-0.749595546334812,0.0237602781936598,-1.00375648190554,-0.0993608187130069,-0.870152935323393,-0.727576566029463,-0.741197795339474,-0.513265290563374,-0.501207610806349,-0.526712922286012,-0.75694169656803,-1.26694586654457,-0.126217320648127,-0.707632649770539,-1.38320247432681,0.422131048932324,-1.05310242894352,-1.26851690600324,0.0275939672255769,-0.0203833218436876,0.4810320300503,-1.28342979993214,0.660586634102401,-1.53488314302218,-1.11898553261829,0.766840784017066,0.528345275722657,0.295722252003784,-0.855885278841088,-0.999985153374402,0.336424371489834,-1.49436350817427,-0.482393282521777,-0.992372772188634,-0.771515652292376,-0.680168751148782
"130",2022-06-17,-1.1144847928964,-0.943955790657652,0.124866027496391,-1.43338966897129,-0.757059431067983,-0.630544847435262,-1.18451944220065,-1.32016204895554,-1.12001067246356,0.341912864436945,-0.465594368543602,-0.0863124310972941,-0.887368183953816,-1.06848324809838,-1.25742469809514,-1.33297366632643,-0.202353384231639,-0.277845307053341,-0.827921061703028,-1.4483920303641,-0.616290207000683,-0.82048572345303,-1.03593493600798,-0.980120267017972,-1.43632095967288,-0.829131369432428,-1.30382267986719,-0.0979146192051835,-0.718882137182873,-0.225013882132154,-0.987917234517989,0.276211887281283,-0.186728182730401,-0.605076133931042,-0.594439991129638,-0.886543243511228,-0.96342525941485,-1.33577667791269,-0.0348060083457167,-0.979597231375549,-1.00652383103696,-0.618055434984334,-1.08600650158368,-1.15523781634298,-0.0227482611289558,-0.260655020277694,0.263690429014243,-1.10523002235151,0.144896162143855,-1.19952416933208,-1.09388917525213,0.748340106766919,-0.277760871884936,-0.55128730619327,-0.961785461813542,-1.15145140848587,0.135837361107451,-1.46831765886077,-0.741440845054551,-1.20392994190037,-0.856684678043116,-0.728192749212913
"131",2022-06-24,-0.964717868121676,-1.04968496359028,-0.0988150660906508,-1.32575720224348,-0.784146696995019,-1.04747585459852,-1.15071900339322,-1.44106061952342,-1.17582011556767,-0.568986688398607,-0.411408526604354,-0.491321270277591,-1.0932983520064,-1.08388718968054,-1.21140142437894,-1.21001795626887,-0.360190266687247,-0.415310525710271,-1.14501761497248,-1.51657044336212,-0.797639359900259,-1.00451301201746,-0.992267441548396,-0.874351843558809,-1.44279568610971,-0.932281740687741,-1.26772298516657,0.0231169699538325,-0.622057548382851,-0.148010902805278,-1.07858566772972,0.224536972958156,-0.125021918624374,-1.17744694857098,-0.646350645465834,-0.946541301080757,-1.00429090842295,-1.26880120631207,-0.318290173396967,-1.03803663387326,-0.631583020883379,-0.502656048698726,-1.12967199474125,-1.43195152076188,-0.279330847636852,-0.281624493299286,-0.0643794184925591,-1.11644800813123,-0.293544359319441,-1.22161931115345,-1.03459840171196,0.890696387706706,-0.410167648574462,-0.847656992312414,-1.12856532269661,-1.281990478958,-0.0627176927168578,-1.0893735693352,-0.84384302644281,-1.0487441700782,-0.944493429432279,-0.68109356888231
"132",2022-07-01,-1.07265174974488,-0.945097273202109,-0.635820827356429,-1.30334991636733,-0.889895611920085,-1.12894914551661,-1.13303164283424,-1.48214773573587,-1.38494437190431,-0.665831201270281,-0.481179219186507,-0.765868870010635,-1.17867377767859,-1.05701703591746,-1.28575555357796,-1.22895709577235,-0.562180340994362,-0.816873157831863,-1.14433631781587,-1.57613709548401,-1.01547022139598,-1.09501919755317,-0.973529225593905,-1.16076568661912,-1.58019808502761,-0.793938532927555,-1.54637653332091,-0.111598813087095,-0.978425492057176,-0.110459488433267,-1.08656436835319,-0.27129496860703,-0.584991096862705,-1.31756747826692,-0.827268808788876,-1.06343231485917,-0.772028976565084,-1.26199011492835,-0.568275311747398,-0.964693107868321,-1.04653251945294,-0.61069843675486,-1.14724937691042,-0.941142505811121,-0.293847796464791,-0.436763917150357,-0.442521585533711,-1.17513361172535,-0.526471263899824,-1.27400726132952,-0.936517065234051,0.776471486890068,-0.47650058827086,-1.08699703195962,-1.24646144350978,-1.1942140802635,-0.0268049115810064,-0.649697539596553,-0.808666266271639,-1.20904840122374,-1.05045202614327,-0.652598542448053
"133",2022-07-08,-1.16315319288051,-0.907628861142771,-0.863459648633669,-1.28357154456109,-0.901285165701694,-1.15131889795333,-1.16000074224008,-1.38067663966379,-1.356471079664,-0.73219590855143,-0.394085180853726,-0.79570322120058,-1.171177523476,-1.32269315772805,-1.33467292998172,-1.66796231116072,-0.460469789856518,-0.744418113756158,-1.14418117562213,-1.76595311359551,-0.875373136375823,-1.02279977372997,-0.897114093862591,-1.17079775354576,-1.43219705180792,-0.878779562369757,-1.46818106437399,0.0332557725618595,-0.806163116577266,-0.125711409553446,-0.979775836064373,-0.719108042803872,-1.60346699876959,-1.19199537237342,-0.903849017271631,-0.969565948705714,-1.08761331866756,-1.19215200070792,-0.4214661526099,-1.15111057279726,-0.919595805020075,-0.525217489504872,-1.11787270877988,-1.01365675804564,-0.367896190245379,-0.220016353207649,-0.493096905932615,-1.34495444240278,-0.462835170841747,-1.33673620659462,-0.971687242421915,0.941041808429692,-0.442648701520756,-1.08493319147481,-1.23800248829916,-1.09156688046476,0.0810489516868334,-1.33830595687178,-0.704913869230805,-1.1641322706416,-0.860992386624933,-0.581723689334028
"134",2022-07-15,-1.05536711015267,-1.10614616335161,-0.716545569286769,-1.31025556736851,-0.957322871453821,-1.14816339521376,-1.29590680765675,-1.35671213449877,-1.38830997947953,-0.5075122534811,-0.268132668965394,-0.70781750636937,-0.984667228293665,-1.36681471528586,-1.20044089648944,-1.25443677066907,-0.220955274792695,-0.396560303369829,-1.21041754019334,-1.63523317445816,-0.919691926391776,-1.01374026559761,-0.845823387040957,-1.25830670117924,-0.979989155151643,-0.565899634533166,-1.19733011588336,0.198968706749658,-0.578181326361707,-0.0652259436901006,-0.834512592431769,-1.3069162425958,-1.77124318118543,-0.943548258734342,-0.665782474839924,-0.83090238126393,-0.932916127555323,-0.983794412255255,-0.400524699615522,-1.04392022336001,-0.696568626392937,-0.262191380598849,-1.02824108337255,-1.06799300620659,-0.478469248901876,-0.0659604143640828,-0.322286668271249,-1.25262101953238,-0.0454412336631847,-1.29333852123359,-1.06083544622396,1.04925782133845,-0.348740269015675,-1.05959529948984,-0.907006465380257,-0.741363518687482,0.375980490702842,-1.01785165253854,-0.544891221639708,-0.786043097453786,-0.741590772779201,-0.471903038774463
"135",2022-07-22,-1.16272631636277,-1.14338344912586,-1.01903383261075,-1.27952737392762,-1.04397643074602,-1.1790783268129,-1.3689934570967,-1.60832636476664,-1.35268340674431,-0.946496800661043,-0.42437053712072,-0.722748179173913,-0.84843799699784,-1.27038436523192,-1.43837808242483,-1.28449437966276,-0.33430691032287,-0.711451692355691,-1.07133290976882,-1.7306927259905,-1.08046782886365,-0.96964155212613,-0.969778886821649,-1.27660246584121,-1.18776472522066,-0.66757848541589,-1.31112365730055,-0.0111088504380037,-0.687464340809788,-0.145793691430719,-0.814510607948654,-1.24509179840155,-2.22827313293143,-0.91026727810384,-0.800627522045477,-0.910236316627935,-0.992713892811944,-0.965569263803048,-0.726246454035551,-1.06329977450317,-0.868209863135944,-0.491943026699645,-1.07456275381366,-1.17624709403143,-0.694337610611054,-0.147208517621699,-0.270104856193753,-1.4291931021035,-0.257742847858725,-1.37008356555945,-1.07996864660828,0.847486345315914,-0.526738478832723,-1.15976626201435,-1.13799155028431,-1.10438153953459,0.206406356855586,-1.19009840755647,-0.814310658181392,-1.01134162623966,-1.03138983752093,-0.573908794918526
